cleaned_stemmed,sentiment_prediction
yg baju biru emosi pancing bangett,negative
kok jadi bahas meni,negative
nyala abang qu,negative
sini jelas bukti silvester masuk jebak betmen ala rg orang yg emosional jls kalah telak kalo debat dgn org spt rg salut buat rg yg ttp konsisten dgn argumentasi nya bukti silvester kalah total pancing emosi depan publik,negative
sampah pancing,negative
kata orang hukum ajak pikir g,negative
silfester lihat sekali kalau kosong isi,negative
sabar bung roki debat dgn org bodoh emng hrs sabar,negative
salut bung rocky hajar terus jilat bangsa,positive
rocky lawan lawan debat orang erti ilmu yg tekun ny,negative
mantap aiman mahasiswa nikmat jozz rocky,positive
tinggal jelas bukti beres rg nanya kamu tau si kenal otak halusinasi nya mutar laris manis undang kesana kemari hebat kau rg cari makan,negative
ikan muajaer pancing,negative
trmksh utk bung rocky sangat guna patut apresiasi salam akal sehat,positive
kuat ngatain ga kuat dikatain,positive
masalah bujang lapuk kata terlalu,negative
bung rocky sangat guna generasi muda ikut gaya rocky pikir cerdas bukan pikir emosional,positive
kamu ngakuu,negative
la kok pusing,negative
ikan pancing jadi tonton dunia dr malaysia hadir,negative
rg keren sih,positive
bikin malu aja depan anak muda saling caci betul adab dl baru ilmu,negative
ko ngamuk ga malu,negative
ga tau guna baju biru tuh apa argumen baju biru suruh ngomong sama anak tk ampe males nyebut nama lebih ga penting,negative
tonton bodoh tepat sekali,negative
silfester buat senang,positive
hui roki sini bukan ruang kuliah lho sok sekali jadi org,neutral
jam hampir juta yg nonton,negative
pilsapat nya talu tinggi bung rocy,negative
satu ikan pancing kliatan banget tu mental jilat nya,negative
rocky selalu menang mantapp,positive
orang berintelktual marah diam bukan arti mampu argumen kepala sedang pikir,negative
roky orang hebat musuh jadi keok buat,negative
arti rasa jilat smpe emosi,negative
rocky gerung kontribusi mecerdaskan bangsa,negative
betul orang rasa pintar bodoh gak guna republik nyinyir,negative
pakjokowi kerja nya buat kan kursi buat anak nya rusak mk,negative
moga rg sehat selalu,positive
sering sebut diri org hukum tp nyaris langgar hukum bung rg cerdas,negative
mantap bung rocky jelas terang siapa yg dungu tonton siapa yg iq sangat jelas kan yg iq kolam yg barusan pancing otak vs otot no rocky no party,positive
terimakasih bung rocy cerdas rakyat indonesia orang dungu,positive
kalau bodok gk usah debat rg kata orang hukum gk nahan emosi,negative
closing statement sangat keren tunjuk posisi bung rocky gerung posisi jas biru kulit telor debat tolak argumen lawan serang pribadi tetap akal sehat pintar ilmiah jadi paham kritik bukan arti benci jadi tahu berapa besar rasa cinta bung rocky negara indonesia tetap harga orang kritik jabat jabat tahun indonesia umur panjang hidup,negative
udah lah lawan roki gerung ga lawan roki orang cerdas udah bapa biar acara bapa bawah roki gerung,negative
kamu ngaku is the best moments i ve ever seen,positive
pusing aku roki ribet cara penjlasan kmi tdk butu ngwurmu roki,negative
hebat debat hibur buat yg tonton,positive
orang kampung gak perlu debat orang miskin sangat gak perlu apa kayak roky cukup dekat alloh,negative
jadi tahu persimoni,positive
hahha kocak pakar hukum ajak debat hukum malah puyeng n ga paham salam akal sehat bung rg yg slalu utama akal sehat,negative
ilmu tdk mumpuni situ pribadi serang,positive
cerdas emosi tinggi kalau debat sama rg,negative
emosi ni lihat penjilaatnya wkwkwk,negative
lihat yg darah tinggi siapa,negative
suantaii bangett bung rocky malah dideketin joss,negative
benar bung rocky mau jelas perlahan potong si mulai serang personal jadi bung rocky mulai ngetes dngn cra,negative
kata ulti,positive
mantap bung rocky otak mu cerdas,positive
parsimoni pakta soon servanda a fact must be served arti janji ucap waduh g lanjut tobe continued,positive
aku ngakak pas bang rocky bilang you bodoh,negative
akal sehat jilat mah abai,positive
rocky the best kalau pintar jgn debat dgn rocky jd lihat bodoh haha,positive
kelass,positive
rg banyak lawan debat yg pancing irma chaniago ngabalin ruhut,negative
etika orang hakim,negative
wah wah wah udah ngatain bujang lapuk tahu udah kapasitas,negative
beda kelas yg ngomong gilir tanya bingung rocky gerung emang cerdas bangsa,negative
wkwkwkwk sukses om rg,positive
kok gak sopan main hp debat,negative
pie to ki,positive
keren pak rocky gerung,positive
bahasa rg guna bahasa yg santun kok gampang kata bodoh dungu k orang wajar kl lawan kena batu kan,negative
rocky gerung menang dimuter dgn bagai istilah langsung substansi akhir kena sendiri,positive
lawan rocky modal gong,positive
sil sil jd tau mampu trnyata sangat rendah,negative
roky memeng sangat pandai bicara tp sayang cuma satu pandai cuma ngomong doang ga buat apa,negative
miris lawyer satu modal emosi doang tahu,negative
medukung bong rocky,negative
andan kenal rg pingin rasa ajar logika cara berfikir beliau,positive
mantan kapten ad nopartai bangga kagum rg tetap semangat bung propesional lanjut sama rakyat kecil dukung salam akal sehat ubah,positive
emang manusia jaman dulu pikir hebat jaman sekarang kok bentar sadur pikir orang dulu tunjuk donk pikir sendiri kliatan manusia sekarang bodoh,negative
orang cerdas d lawan,negative
orang ga mutu undang,negative
emosi bukan tempat tenggelam citra yg ands bangun roki menang,negative
kayakxa ndk xambung,negative
hadap rocky emosi situ kalian memunjukan bodoh diri sendiri,negative
trending euy,positive
beliau sadar selalu rendah si pihak kiri balas sedikit ejek langsung sengamuk kata kata kasar keluar butuh bukti dah jelas video kok tinggal nonton ulang aja,negative
rg baru gertak langsung pucet lihat banget gk punya nyali udah jaman bahelak orang banyak omong biasa gk punya nyali,negative
sehat selalu sukses selalu bang roky gerung,positive
pak silfester mau lihat sisi obyek,positive
ga intelek bung silfester jangan pake keras dong kan dialog bung ngeri sekali,negative
mas rocki batu kalo aku akademisi nya pikir sbg orang akademisi bukan orang tolol sederhana nya teliti duga hipotesis yg bukti nah situ bukti metodologi teliti rancob hipotesis benar baru bicara kalo data data dukung baik sekarang nya,positive
no rocky no party kasi paham,neutral
bodoh sangat jelas,negative
kata didik ngomong kayak gitu malu la sama umur,negative
wkwkwk orng hukum pinter yah lah ngomong kasar publik,negative
aiman neng rek,positive
salut kang rocky aku dukung,positive
boneka mulyono mulai aksi,negative
kalau ngundangbpenjilat tes jiwa dulu kena serangvstruk lawan rg,negative
gw gak suka rocky gerung tp jujur kelass sih mancingnya bahkan ahir si rocky sengaja pasang badan biar pukul wkwk,positive
wah parah nih bung rg bikin org emosi,negative
rocky is the real mastermind,negative
coba sekali kali pa roki kasi jabat kaa apa ka bisah kerja atu situ baru percaya kalo kerja yg baik untu negeri,positive
wkwk menang banyak bung roky,negative
hahahhaha terimakasih bung rocky sadar rakyat yg hilang nalar,negative
ampas lulus referensi tanya rocky gk jawab sok pinter wk,positive
ikan besar bung wkwkwkkw,negative
tanda pikir pikir keras jadi pilih bukan argumentasi ilmiah orang bahaya manakala jadi orang pimpin bukan bijak balik,negative
makin kau tunjuk makin liat,negative
rocky ini pki yg benar,positive
cundang ngomong sendiri,negative
orang kalah depat bar,negative
tum solidaritas ucap nya pecah belah,positive
inti bung rocky ikan tempat sendiri tunjuk semua hebat sendiri orang dunia perlu karna beliau lah baik panjang dunia cukup lah rocky gerung jadi orang orang ikut sendiri,positive
klah debat ilmiah nyerang personal,negative
bapak cerdas bangsa semat kan gelar otak bung sehat selalu bg rocky gerung moga ilmu yg bapak milik cerdas generasi anak bangsa nya,negative
jempol buat bung rg,negative
malu diri sendiri forum sosmed,negative
betul punya akal akal gelap uang,negative
kasih minum dulu,positive
suka ribut begini ayo om rocky terus lah jadi provokator,positive
hahaha satu ikan bodoh pancing mantap bang roky,positive
bukan lawan rocky,neutral
malu diri sendiri rasa paling hukum baru om rocky kasih teori dasar gak paham,negative
rocky gerung pintar pancing orang tahu karakter pikir,negative
ha ha ha cara hadap rocky gedung ga perlu hadap serius pancing,negative
gerung iki opo kui,positive
pacta sunt servanda umum makna bentuk wujud suatu kontrak janji kontrak bisnis perdata atur adapun ukur yg batas janji tepat arti terminologi sempit entah kalau istilah janji itikad baik tulus jujur,negative
rocky gerung the best bkn penjilaatt joss bang rocky,positive
salah satu orang hukum punya etika demokrasi,negative
apa bagus rokcy gerung d sni prsaan mutar ga ad ilmu cuma ngambang aj alibi aj,positive
yg satu puter yg satu pancing seru nih,negative
debat tdk emosi dg logika cerdas,negative
bung rocky emang joss,negative
sangat lihat g mna kwalitas owndukung jokowi mampu argumen sar otot kssar jamgan fakut bang rocky lawan dukung sybyakin bajyak lg orang yg dukung vang rocky,positive
wkwkkw silvester,positive
sangat hibur kocaak bener,negative
yg guna ng orang bagi indonesia,positive
roki gerung is the best lawan plonga plongo,positive
rasa bangeet kyanya jadi jilat,positive
idih klo udh serang aja nyindir org nggk nikah nggk nyambung sih,negative
ga satu frekuensi rocky pake metodelogi silvestre minta bukti fisik yg valid kalo situ budiman sujatmiko nah pas head to head sama rocky,positive
silaster d bikin ko rocky,positive
memang rakyat dibodohin ma citra,negative
dpet ikan euy,positive
orang yg kalah dlm debat biasa serang personal tutup kosong otak,negative
maju terus bung rokhi,negative
orang suka roki rada rada aneh,negative
jokowi ribu manfaat negeri kata silfester salah satu tambah hutang tumpuk,positive
misal punya bapak kayak gitu aku sih malu banget udah minim ilmu jilat,negative
orang kata orang hukum ken nya pukul buta lihat buta pendengeran,negative
silvester msh perlu banyak ajar sama bung rocky,positive
silfester kuliah umum sama bung rocky mantab,positive
tanya knp bnyk drama tp malah hasil drama,negative
bukan lawan pak rg,neutral
gak yg berani kritik tajam negri rg rg wakil seluruh kampus indonesia cerdas bangsa makasih bung rocky gerung,negative
hajaar rocky jangan kasih ampun tuh gerombol nya mulyono,negative
jelas sekali bodoh tkn pak prabowo ngaku orang hukum gak tau pacta sunt servanda pacta sunt servanda sendiri asas hukum tua asal bahasa latin arti janji tepat ikut nama pasal ayat kuh perdata bunyi semua janji buat sah laku undang undang buat bukan orang hukum aja tau masak iya orang hukum sendiri gak tau lucu lucu,negative
baru jam udh tonton juta like rb rb komentar,positive
aq kurang puas ngapain ngak antem,negative
bar haha,positive
rocky gerung emang bayar fantassis debat serang jokowi terus ko keren bang rocky gerung,positive
pesan inews dn bung aiman kdepannya gk prlu lgi undang org yg bain mati an majikan tpi emosi krn tolol syuuka aq lihat org kyk silvester jdi bahan lawak grup aja org,negative
bukti cawe cawe kan rubah undang undang batas usia calon salah satu bukti kan,negative
sangat jomplang isi vs kosong,negative
terlalu larut main rg rg tau benar dmna masuk,negative
rocky gerung pintar kali sampe sok tau semua,positive
kena gocek rocky gerung,negative
habis makan siang grstis langsung ngegas,positive
lord kasih pulang aja,positive
rocky gerung kereen,positive
otak gak nyampe emosi gedein jauh kata intelek,negative
acara kondang koq pancing kelas nya bawa rata rata miris,negative
kualitas dukung mulyono liat silvester ngabalin,positive
inti pimpin jabat dpr tri indonesia gak becus ngurus negara rakyat nya korupsi titik,negative
lihat jelas siapa dungu siapa intelek no rocky no party,negative
susah ajar orang yg tdk berfikir,negative
nyata pak rocky gerung cerdas mahasiswa apabila pak rocky orang bodoh ga mungkin beliau undang kampus besar ajar sangat realita kalau partai politik bodoh rakyat penting pribadi,negative
r iso jawab op ko lawan bung rocky,negative
ga jawab tanya kok ngamok wahaahaahah,negative
silvester salah satu contoh bobrok moral negri jangan kasih panggung personal yg bobrok satu,negative
jas biru sok pinter,positive
yg nama dungu pancing bang rocki akhir emosi bravo rocki gerung menang mental lawa ayam sayur,negative
ingat nama wajah prilakunya suatu jd colon apa aj jgn pilih jelas berita baik arogan,positive
banggan anak istri,positive
kata jilat it loh,positive
roky bicara nya jebak teruss,negative
ungkap bodoh tameng lawyer,negative
bung rocky hebat nunjukin sifat asli orang gila yg nyamar jadi ahli hukum,negative
mau bukti otak,negative
rg memang the best defisit akal sehat mending jangan undang debat lawan rg karna lihat dungu,negative
hahahaah pwngacara marah kalah debat sama rg,negative
gw ga suka sama rg kalah debat bawa pribadi serang pribadi lawan debat nama cundang,positive
simanusia silfer jadi bahan olok media,negative
punya tahu atas ilmu tahu,positive
kellass rocky nyala bung,negative
tinggal bilang tau atw susah,negative
roky kalo ngomong kaya orang pintar suruh ngeluarin bukti muter provokasi,negative
orang bodoh lampias amarahnya sepenuh orang bijak kendali diri kata motivasi yg google bukan kata kwkw,negative
good rg moga selalu sehat om,positive
bravo rocky gerung terimakasih cerdas masyarakat cerdas bung rocky langit lapis,positive
ngapain undang narasumber kaya gtu an sampe ngomong personal mudah pancing kagak kualitas,negative
rg usahh undang bikin pusing orang awam bny yg tau isi hujat orang akan rg paling benar rg terlalu pd akan omonganya sok benar mbulet suruh tunjuk bukti malah pakai bhs yg sulit erti cocok jd cundang,negative
otak dangkal lawan cerdas gemilang rocky emang gk bakal nyampe boss,negative
klo ikut narasi rocky benar bgtu mutar distu aku kemapuan retorik nya bagus kaya anis mampu ngeles pancing main emosi lawan yg takut klo typical rocky ketemu lawan debat gila kenna bacok,positive
beda kelas bung,negative
silvester singgung ri bilang bodoh,negative
sy yakin apa yg cerita rg gak yg faham masuk semua yg sana rg cuma alih kan bicara dgn cerita yg paham betul yg gak da hub tema debat shg apa yg tanya ttg apa yg cerita semua org jelas faham soal apa yg cerita istilah nya pandai dlm tp tak tak penting tema debat cuma cari kurang lawan debat krn emang ngomongnya cuma cerita sejarah apa yg gak da kaitanya dgn debat,negative
roki gerung jangan selalu undang debat,negative
bukan mahasiswa baru kk gak tau jangan ijazah yg begini dukung wiwi,positive
jilat sllu bela junjung akal sehat,positive
tutup rokki gerung mulutx pake lem korea,negative
otak vs otot,positive
ni la cermin dukung jokowi yg nya maen otot hidup bang rocky salam akal sehat,positive
beda yg mana orang kualitas dng tdk kualitas liat dr emosional nya,negative
rg gokil sih,negative
ajar sedikit buat pak silverster dalam hukum nama notoire feiten notorious teori fakta bukti contoh takar minum keras tentu mabuk jadi suatu peristiwa mana orang meniminum minum keras takar tentu minum mabuk ajar pak biar professornya gak malu,negative
orang sprti tu kok d bnarkan,negative
hahahah ngakak tanya bjirr,positive
luar biasa keren bung rocky,positive
orang filsafat vs orang tak kapasitas begini jd nya,negative
jangan undang premn tuk brdebad ujung ujung antem,negative
mantap bung rocky gerung terus,positive
lucu orang jas biru kok undang malu banget,negative
malu depan mahasiswa kya gt,negative
parsimoni gak tau kalau singkat jadi ingat pilpres kemarin kk,negative
jauh ilmu sama r g blm imbang,positive
memalukkan sok pinter baca baca tp ditana g faham apa yg baca maju trs pak roki,negative
maju terus bung roky,negative
emosi jelas kalah argumen isi otak emosi kurang padet rg,negative
kayu bakar baru,positive
dukung silfester sih rg rendah orang rangakaian kata jelas siapa marah bila diri hina kalau gambar rg bila tongkrong orang pembully rasa diri paling pintar orang orang mendukungnnya lah orang ngerti apa omong rg erti benar coba lu tonton mahasiswa beri tanya tahu umum rg jawab rg salah jabar jawab salah akan benar goblok mahasiswa percaya ataz jawab jelas rg yakin jawab benar milik sini ngerti akhir video tanya sebut rg nyata kalau ngarang tertawa bodoh masyarakat percaya alur cerita rg bawa anggap rg orang super pintar pernah salah lu punya gk sih teman rasa paling pintar kelas waktu sekolah brjalannya waktu lulus akhir lu berfikir temen lu sok pinter sebenernya gk pinter pinter cuma sok pinter orang sok pintar sekarang jadi sampah tel bumi,negative
mantapp bang roky,positive
mantap bang rocky satu jilat preman mulyono ciduk,positive
roky gerung is the best,positive
rocy gerung gomong muter muter tinggal sebut aja cawe cawe siapa,negative
yg bilang roky gerun tak guna rakyat banyak undang dlm kampus jls guna bangsa beda sama yg biru ngomong hukum tpi konstitusi dn hukum kangkang cm diam aja kroni mulyono sma tak guna rakyat,negative
silfester lu bukan siapa jokowi bukan siapa rakyat kecil,negative
biarawan gak nikah pilih hidup nah rocky hrs nya jawab sama gua gak nikah jg pilih hidup,negative
silferster mnurutku tdk punya kapasitas pantas kalau dbully habis,negative
pancing emosi si kawan jd nampak tumpul tonton juta org,negative
padahal nunggu pukul an,negative
rg lawan dri sini nilai,positive
kalo kalah modal ngamuk,negative
rocky gerung akal sehat jatuh harga diri silvester,negative
jelas beda kelass sehat terus bung rocky rakyat cerdas dukung mu,positive
jijik benar lihat rocy gerung akan merasanorang paling hebat,positive
roky gerung apa prestasi sumbangsih buat negeri serius nanya,negative
rocky mantap semua pancing,positive
betul yg kata bung roky banyak jilat mulyono,negative
semangat rocky gerung,positive
oraa mutu blas,negative
silfester ng penting buat,positive
naik ring gw pegang silfester,positive
hahahahahahaha lucu lucu malu malu tonton juta orang kontrol emosi,negative
sil parah,negative
kalah debat kata kasar,negative
silver quin kyk ikan pancing,positive
seru nih bawa ring,positive
knp lw ngaku,positive
silfester manusia conge,negative
rg wawasanya ingat kuat cerdas,negative
yg debat tetap aja inews yg kaya hasil utk negeri apa gak pola dulu emang gitu aja siapa pimpin yg jadi oposisi bentuk apa,negative
ngak apa nya silper,negative
pakar ekspresi wajah mungkin udah ketawa sendiri soalny tau mana yg tulus mana yg munafik,negative
sini bnyak orang emosi yg bela orang emosi ngeri bayangin klo punya kuasa orang kyk gitu maksa,negative
jasa lebih banyak rocky cerdas rakyat kalo mulyono menyengsengsarakan rakyat,negative
rocky smart,positive
klu jilat mana tahu filosofi silfester,positive
mulut hewan keluar tanda tak mampu udah bagus kasih kelas gratis malah marah,negative
ikan pancing,positive
halah rg cuma omong pernah bukti pimpin,negative
kaya begini kualitas projo,positive
rg sehat terus,positive
jangan bawa pak anies pak anies nilai kerja pak prabowo tri bukan nilai pintar pak prabowo ninorang hakim kok gak cerdas kk,negative
beri contoh buruk depan mahasiswa,negative
kalau gak rasa diri jilat mesti marah,negative
nyambunglah silvester hanya debat kusir jadi ilmiah jauh tahu dg bp rg,negative
dulu paling males dengerin rocky skr malah jadi no rocky no party gass banngg,negative
kalah debat ko emosi jiwa payahh,negative
tong kosong nyaring bunyi hahaha no rocky no party,negative
guna silver apa banding bang roky lagi undang gk guna kali ngundang yg mutu bukan malu maluin tonton seluruh dunia masa,negative
kualitas bung rocky emang joss tak pancing sedikit hina depan umum kata kata tunjuk kualitas orang yg nengatakannya,negative
siapa yg kokok yg telor,negative
punya darah tinggi,negative
rocky gerung hasil pancing ikan parry keluar the best rocky gerung,positive
makan tuh prinsip mungkin si roky kira semua orang indo ngerti dgn prinsip yg sebut inti jelas sj utuh dg kata sederhanya dasar bukti kalau gua rasa yg dukung si roki sdh lanjur sugesti makanya apa yg sebut sama anggap benar sekalipun ngerti apa yg maksud ibarat orang kampung ajak ngomong ingris cuma ngangguk doang,negative
sulfister hadap rocky ego akhir hilang akal rocky gerung sama rakyat,negative
kualitas rawan mulyonski cuma gin lol,positive
etika panas panas,negative
sini uji ilmu kualitas pribadi moral masing mana yg beril mana yg tumpang ilmu,positive
nyambut cuma pura pura aja,positive
yg kata ngrti hukum cuma emosi krna klah debatt,negative
bung rocky nencerdas kan yg satu bodok,negative
rakyat dukung bung rocky,positive
gua aja ngarti ter nyari buk cawe cawe iya bukti nya lihat asa tak bukti orang yg gelap bela mati mati,negative
apas silfester ngamuk kalah debat malu,negative
maaf mas aiman kali kalo ngundang narasumberx yg pintar dikit dong jangan kaya silfester matutina liat dungux ajarin mala ngotot emosi,negative
siapa orang ga guna republik ind,negative
minta bukti malah muter hadehh sadar oii,negative
hebat bung roky semua lawan debat bikni sakit perut sakit hati ternasuk rawan yg ngabalin aja keok,negative
roki gerung indonesia bakal cerdas,positive
preman bg roky cape jelasin gak tau salam akal sehat sehat buat bg roky,negative
sy support bung rocky cerdas informatif,positive
wkwk bang rocky lawan,negative
pintar n hebat apa rg bg sy tdk ngaruh sm skli mgkn hny trik n intrik sj buat jatuh org,negative
jauh lawan debat yg padan rg adi napitupulu,negative
roki ga guna bisa salah kan orang,negative
rg jangan lawan debat krm tdk dapat org dengar dapat yg dengar krn org tres urat malu dah putus,negative
rg lebih kelas,positive
silfester simbol rusa hancur pimpin negeri,negative
wakakakaka ikan pancing rocky gerung sedang masak,positive
maju trus bung rocky,positive
no rocky no emosi,positive
ikan pancing mmg ikan kali silfester,positive
nyata pak rocky debat dg org dungu shga emosi lawan tdk kontrol,negative
rg ibarat nya buku nya otak semua semua tahu sejarah detail,negative
mmg nya knp msh bujang bung rocky orang baik pinter,negative
ngamuk wkwk,negative
rasa paling hafal blom tau roky gerung,negative
filosofi adu politik kemas debat entartaiment begini nih,negative
watak dukung mulyono kbnykan sprti,positive
orang jangan undang lg bukan ga bagus tp pake otot,negative
mantap om selfester sikat habis si roky biar mulut jangan terlalu ngawur,positive
langgan i news rocky gerung saran i news cari lawan padan rocky,negative
klu gk rock gerung gk yg kritik yg bener negara karna roky keprntinggan besar gas terus pace roky karna jilat jabat orang mikir rakyat tambah cekik,negative
orang bodoh yg tonton bodoh dgn rasa pintar bawa emosi ulah sendiri yg serang pribadi orang lawan bicara,negative
cocok bung silver main rink ufc bukan debat,positive
emang bener sih indonesia sih sangat menghawatirkan sekali sehat terus rocky gerung,negative
gimana roki sangat jos,negative
roki gerung guna,positive
tempramet kok ikut debat,negative
lanjut nya mana,positive
debat rocky bawa putar kmna karna trik buat lawan bicara stuck padahal jebak debat rocky focua pda pokok tanya apa luar konteks acuh kalah telak pergi dalil enggan diskus demgan ornag dungun rocky alami jumoa rocky acara kampus,negative
kalau jaman suharto si rocky gali kepala nya banyak pitnah perintah yg sah,negative
jilat sejati jatuh sifester ntah hidup zaman apa ilmu lawan pake otot gambar klu kuasa pukul rata lalu pikir nya yg kecil,negative
raja akhir kok lawan debat,negative
pancing ikan hahahahahhaha kena bgt,positive
mampus lho hajar pak rocky,positive
sikat bang bayak omong gerung,negative
silvester bukan mantan napi,positive
kata hakim kok rasa emak emak,negative
ngomongnya rocky belit belit dg istilah yg ucap sendiri kagak jelds trus dipake terus bingung sy,negative
indonesia butuh banyak orang bg rg kuat pikir control jangan orang pintar control uang jabat penting pribadi jadi orang netral rasional memang sangat sulit tak goda uang rayu jabat tetap jadi netral rasional salam akal sehat bg,negative
lulus sd banyak dukung silver smp sma rocky silver s atas dukung rocky maybe,positive
pola cara roky garong adu argumen adab sopan gerak gerik gestur tubuh penuh dgn singgung asa rendah,negative
otak cerdas bung rocky maju terus,positive
rocky gerung gk punya akhlak maklum gk ajar agama,negative
ucap rg sakit orang mersa jilat,negative
siapa yg bukti mulyono cawe siapa yg bukti mulyono korupsi kaya lonjak drastis siapa yg bukti keluarga mulyono tdk kkn nyata mk ma rubah uu kontroversi siapa yg bukti anak mulyono tdk korupsi yg jual pisang goreng sepi sewa jet pribadi semua pampang depan mata beberapa org tolol tutup mata nyata,negative
bilang bujang lapuk sih jdnya smash,negative
ahli ksabaran bung rokcy mental baja lap emass,negative
rocky guy roast em so baad,negative
dukung jadi jilat model nya sprt penuh emosi tempramen arogan tak mau majikan yg beri makan sakit orang,positive
gass terus bung roky kasih maluu diaa,negative
bukan jilat kualitas kalau bukan jilat modal coba,neutral
salut si santa,positive
i like rocky,positive
silfester tahu cupet sok pede lawan rg hasil sangat malu,negative
wawas tetap hadap org dungu keren yaa rg,negative
orang yg dangkal nalar jgn ajak debat tp ajak ngopi aja,negative
silfester malu bikin lihat bodoh sama bung roki,negative
bong roki sangat guna,positive
kalah debat kok marah kata ahli hukum,negative
orang yg hadap dg roki gerung dungu langsung liat telanjang kasihan emosi ga kontrol tp roki tenang aja ga ad takut,negative
eleh eleeh bawa bawa personal pas debat pak lawyeer,positive
kena jebak wkwkwk modar sia ngadepin rg,negative
ga jawab ko emosi malu in,negative
rg cerdas masyarakat bung silfer,negative
kasi sekali bapak jas biru,positive
bung rocky gak pancing walaupun bilang bujang lapuk belah sana marah bilang jilat,negative
bung rocky sedang masak tetap kawal bung rocky,positive
pro lu jadi king jilat nya masbero kamu yg serang pribadi junjung berhala mulyono,negative
r g sangat guna cerdas orang yg jadi dungu supya jd cerdas smg bung rg sehat selalu mj terus,positive
ku pikir tuduh nyata bukti tindak marah kalok memang laku,negative
hahahahaha lucu lucu ni lawyer,positive
pusing liat sehat lala bung roky,negative
usah kasih silfister panggung,positive
jokowi sambut orang orang yg bayar silvester,negative
gimana gak pancing tuh ikan orang unpannya enak goreng kan sama rg,positive
kalah debat kok aneh pingin ngajak kelah,negative
sikaatt bung rocky sibpenjilat ituu broo hahaha,negative
bukti bukan opini,neutral
mulai duluan nyindir pribadi rocky tes otak nya sama rocky emosi,negative
kerenn bung rocky mantap kalah telakk jilat hehehe,positive
manusia cundang sangat rugi bangsa bohong heran aja manusia yg mau bodoh si rg sanjung puja mau jadi apa indonesia kalo banyak netizen yg makan hasut untung cundang tepat bapak jas biru kata hidup awang sesat pikir jadi sesat berprilaku,negative
batu benar ni orang aja yg cuma kuli paham coy palagi lu yg miskin etika sehat selalu bung rg,negative
nyata luar sana orang yg mudah rendah orang siapa kalimat tanya terngiangw benak ku semenjak dokter ahli orangtua ada sikap sama eyang silvester ni,negative
knapa ngundang preman om,negative
tu udah bukti akhir apa jelas bung rokky gerung,negative
awang awang kok cerdas rocky gerung kalah debat serang personal letak cerdas,positive
pikir gerung ngacok pokok inti benci jokowi tdk bukti,negative
ga perlu undang forum debat kalah bicara emosi,negative
masa silvester gatau guna rocky tinggal goa apa justru rocky yg cerdas cara berfikir masyarakat lewat akal sehat,positive
projo rata rata rekrut orang dongo biar kaga jadi saing kang kayu,negative
banyak teori rocky gerung emang ga guna tiap kata jelas terang waktu diskusi cuma bahas kata ulang,negative
orang kalau bodoh salah selalu serang personal apa aq lebih pilih bung rocky gerung,negative
bravo bung roky gerung gaass teruuss sampek nyungseep,positive
hahahahahahhaa,positive
koq orang tempramen undang tv saksi seluruh masyarakat indonesia kali pilih pilih narsum punya wawas tinggi biar ikut pintar,negative
jilat gak ngaku,negative
rocky gerung memang is the best,positive
rocky silverster,positive
horee bravo om rocky mantap om memang mana yg nama jilat lagak preman kampung,positive
dulu jokowi suka banyak orang sekarang kalau suka banyak orang mungkin demo silvester oon,positive
selfester jangan hadir,neutral
kalo emang yg kata roki salah knp singgung sampe marah gitu,negative
jangan baper dar tonton,neutral
ha ha bujang lapuk mak jleb sikit terang,negative
kasi silfester gak cocok hadir jauh otak lawan bunk rocky,positive
tinggal tunggu waktu entah kapan bung roky jadi gila beneran,negative
sitester emg guna apa buat negara,negative
roki banyak omon nkri apa yg buat cumak bisa pecah bela bangsa,negative
ga usah undang si silvester ga guna ga beri ajar masyarakat ngomongnya udah baca buku brower sd pas test rocky eh planga plongo,negative
lawyer apa ormas,positive
silfester gak punya akal sehat,positive
ga yg salah ini demokrasi,negative
wah tipikal ruhut sitompul,positive
tahu ga tau apa silvester apa yg ditanyain padahal dasar hukum wkwkw,negative
bung rocky yeay,negative
jilat benar benar buat marah dosen rocky balap moto gp rossi toprak bikin lawan emosi trus pantatin sampe nyungsep karna emosi,negative
asal tau yah kata bujang lapuk yg ucap sama kaya bilang mandul yg punya anak subjektif sekali allah,negative
alam bawah sadar silfester keluar tuh ngakak,negative
kalau laki memang ngadepin laki bawel rocky gak bakal sabar mau adu jotos rocky gak bakal berani gimana berani kelah lah wong kawin gak berani kelah kan yaa aneh yg ngajak kelahi rocky,negative
rocky mancing terud gokil hahahaha,negative
bela roki gerung tim belah omonganya bahaya nyawa sendiri orang bunuh bunuh omong yg terlalu singgung,negative
lah ko ngamok anj,negative
silfester silfester,positive
hua ha ha bain mulyono yg kata sederhana gitu padahal keluarga foya naik jet pribadi,negative
pelan,positive
kena mental dar awal lawan debat bang rg mantap bang salam akal sehat,positive
emosi potong bicara orang mulut kotor berfikir logis udah gausah undang acara tv,negative
petjah ini,negative
yg kaca mata siapa sih ee simbah kakung sini q suapin trs bobok,positive
otak jongkok otot yg emosi,negative
kapasitas bung rocky memang seng lawan aku sangat brilian sangat cerdas putra bangsa tengah bencana dungu wabah seluruh rakyat negeri moga wabah sgra akhir super bung rg saluuth salam waras,negative
pancing lihat siapa bodoh,negative
wkwkwk otak tutup diskus,negative
rocky lebih cerdas lebih manfaat rakyat lebih kenal,positive
rg orang sombong,negative
