cleaned_stemmed,sentiment_prediction
bener si rocky ngajak debat tau bicara dungu dijelasin segimanapun ngrrti tuh orang yah orang ngerti gimana ngerti iya sih,negative
orang timur orang timur bakul puluk jokowi,positive
sembunyi balik hebat munafik sejati bohong publik baik kuasa tolak diam kuasa malu terang kuasa munafik haus kuasa emang atur hukum nurani rusak moral alias hukum budaya luhur langgar hukum tuhan langgar,negative
otak pikir otot bicara ngapain preman pasar undang acara diskusi ilmiah gitu malu masuk beyond combat sport punya celozx,negative
tolong inews mohon izin nikmat obrol intelektual ganggu manusia tonton mutu nikmat mohon episode undang manusia,positive
preman pakaiin baju mewah,negative
sekolah sd ngerti bang rocky mah debat atas solusi nonton,negative
anjir juta nonton hahah,negative
rocky putar teori,negative
debat beda kualitas,positive
rocky pancing dungu astaga andai ndak emosi ndak kena jebak rocky,negative
sikat silfester ajar,positive
ngak guna jilat,negative
rocky kbnykan omong putar bikin emosi,negative
ujung video rocky jauh dekat si anu kali rocky erti emosi manusia,negative
hebat rocky gerung sebut nama sebut jilat pancing pancing real jilat,positive
salah rocky forum sampah negara,negative
bukti bodoh rocky gerung best,negative
silfester ilmu dangkal lawan debat rocky gerung,negative
moga rocky gerung sehat selamat cerdas bangsa porak poranda cawe maksud prof rocky gerung,positive
dukung rocky gerung ikan pancing,positive
silfesrter bilang kecuali sendri paham jilat versi rocky gerung padahl kecuali,negative
terang dungu ngakak,negative
ngaku rocky,positive
kepiterannya batas emosional hadehh serang serang marah salut rocky gerung,negative
bro hasil ikan,positive
rocky mah buku jalan ttg hukum rocky guna anak bangsa beliau dosen ko gemes,negative
good rocky gerung mantap berani banget,positive
hebat ilmu rocky gerung salut beliau nambah bodoh lawan,positive
aiman host buruk,negative
rocky gerung party pas manusia biru maki dekat tunggu hahaa gokill,negative
manyalah abangq orang ngerti sejarah,negative
malu borok bongkar rocky hidup mahasiswa,negative
sih debat ngelantur kmna,negative
hahaha tenang rocky dukung,positive
salut rocy mantab,positive
kuliah pagar universitas,positive
rocky gerung sengaja dekat emosi pukul pikir rocky gerung lebih einstein,negative
emosi tanda pikir cerdas,negative
preman pasar ko debat,positive
menyalaa abangkuu rocky gerungg,negative
debat rocky jijik,negative
silfester debat karna bgtu pulang pusing pikir malu,negative
silfester bangga tampil dungu,negative
boikot silfester bloonn real cundang wkwkwkw,negative
mantaap rocky salam akal waras,positive
aimaann narasumber kaya silfester sih undang bikin geleng kepala ngakaakk,negative
panass nyecer desak kocak banget bukti bukti ngumpet rapih kotor capek rocky keren,negative
rocky guna rakyat kontrol emosi rocky lawab,negative
bilang debat lawan rokki gerung ngga menang,negative
rocky gerung milik tahu luas sulit imbang debat milik tahu standar,positive
keren rocky gerung salam akal sehat,positive
maap lucu srimulat,negative
rocky laku,positive
suka gaya dungu rocky garong pintar manfaat hakikat dungu,positive
masyarakat bodoh rocky gerung bodoh parah jilat manusia andal emosi adalh bodoh kadal fisik argumentasi,negative
etis rocky gerung live bilang lawan bicara bodoh laku lawan bicara,negative
politik jilat,positive
hebat rocky gerung tampar silfester otak mulut orang pintar rocky gerung,positive
tikus got marah singa tenang gaung lawat ciyuutt hebat rocky grung,negative
kena pancing ricky,positive
silfester tahan emosi dunguu,negative
si plester keren,positive
rocky gerung orang filsuf tukang mbulet,negative
yah fakta gampang sulut senjata tangkis serang lawan emosi baik aku kalah,negative
liat kualitas,positive
rocky kebiasaanx bicara belit,negative
silfester matituna narasumber kocak rakyat suara,negative
antem dukung rocky rocky kuat olahraga menang,positive
mundur wirr mulyono sdhbgak laku habis masa,negative
walah silfester malu,negative
bukti bohong bacot hakiki,negative
ya lulus ee anuh kagak tau sekolah tau anuh mo perangkat negara gilir ngambil bijak putus cocote karo silite wae sodorin ilmu dadak surup wakandaa wakanda,positive
sperti kutip imam syafii benar reaksi beda orang cerdas renung orang bodoh singgung,negative
mana rocky gerung rame,negative
retorika tata bahasa rocky gambar masyarakat indonesia tata bahasa retorika logika amburadul,positive
tangkap acara drama beda lihat sinetron,positive
makasih rocky dukung mulyono,positive
apluse brg beril omong kosong banget,negative
rocky gerung best kontrol emosi rendah main debat pake emosi,negative
mutiara akhlak orang,negative
mantap rocky hajar otak gundul,positive
pintar banger rocky,positive
rocky dukung omon omon mabokk lemm,positive
aneh lihat bela mati smua hrs bukti pdhl bukti rasa sprt bukti nyawa smua orang tau bhw orang hidup pst nyawa suruh bukti nyawa mana bentuk warna tempat pst bsa,negative
maju bang rocky rakyat dukung rocky nyala jokowi jancuk jaran,positive
manta rocky kalah silvestre,positive
ilmu elu silfester,positive
silfester stallone,positive
silfester irma nasdem versi laki,positive
kalah ngajak,negative
prihatin,positive
ahli filsafat ketemu pakar hukum abal tau ngga beda filsafat hukum,negative
saksi dungu orang emosi,negative
bang rocky si mental baja,negative
silverster terbingun rocky gerung sivester banyak diam uji tahu rocky,positive
putar gerung,negative
sikat ajak ring mulut kotor emang diberishkan,negative
gerung dosen mulut kotor,negative
hhahahahha keren rocky gerung santai tajam,positive
tenang bro mental tuh sih silverter orang indo udah lanjur suka bang rocky yah,negative
ikan lele pancing,negative
jilat aku jilat singgung ya,negative
rocky guna donk silfester,negative
rocky best,positive
wakakakakk dengerin duluu orang bicara ngamuk muluu wkk ngakak salto,negative
rocky gerung sombong,negative
cundang rocky party,positive
rocky pantes dengar,negative
rocky ku hajar udah si silfer,positive
lawan rocky gerung debat hidup bahagia,positive
ikan pancing cerdass rocky gerung,negative
neng banget kali lihat buzzer nongol tv liat banget kualitas kayak gimana wkwkwkw terima kasih rocky cerdas mahasiswa si buzzer gausah diajarn karna emang ajar,positive
silfester iki ngomong opo tho bikin malu,negative
gile bener rocky,negative
rocky gerung cerdas bangsa silfester,positive
senang rocky gerung dungu karna sering nonton rocky gerung pikir hati cerdas jeplak mulut nyala rocky gerung,positive
adu argumen adu emosi malu tonton orang begtu wkwkwkwkwkwk paham,negative
hukum bilang bukti klu bukti hukum,positive
gara pimpin mulyono konoha amburadul,positive
orang pintar adab tatakrama sopan santun ya sombong,negative
jokowi cuci tangan main suruh anak masuk partai psi maju pilkada partai dukung kaesang maju partai psi embat jokowi,positive
wkwkwwk ikan pancing goreng tinggal masyarakat santap,positive
semngat rocky,positive
lulus hukum rocky si ijazah asli,positive
ajar debat isi pnuh otak air biar dehidrasi stelah lelah brdebat,negative
emosi tau banget dangkal,negative
simpel rocky sistem dasar hukum jalan indonesia cari salah sesuai undang undang salah jokowi karna sistem hukum indonesia tuh jalan gara ya gara dasar etimologi pandu dasar hukum tau cari salah jokowi ya luar konteks hukum jalan indonesia hukum ubah salah bebas,negative
tumbal jas biru,negative
manusia bilang acara negara cari uang bela kuasa dzalim,negative
orang bilang rocky gerung ngatain negeri suka cerdas intelek,positive
rocky party tenang udah liat kalah debat,negative
tahu pasu rocky sniper beliau tau tembak bicara rumus hitung rocky,negative
silfester tolol rocky kalah,negative
cinta rocky salaam akal sehat,positive
orang tutup bodoh tolol goblok dng marah marah,negative
etis rocky gerung mesti kasih panggung orang rocky gerung,negative
lawan rocky anjir lipat bawah rocky gerung,negative
marah debat cundang hahahahaha,negative
score telak rocky gerung,positive
wkwkwkwkw pancing deh emosi anak marah dungu,negative
emosi nih yee,negative
tepuk tangan tim inews potong footage,positive
malu keluarga lihat juta juta pasang mata,negative
harga lelaki auto anjlok emosi argumen rocky gerung,negative
acara lapor polisi serang individu ada berani lapor polisi,negative
kena mental pancing emosi,negative
aiaman hendel acara,positive
komentar kasi juang politik jasa,negative
hidup bahagia bahagia umum orang,positive
got secondhand embarrassment watching whole session bro think answer whole exam right instead bluffing non sense zero answer pray logic,negative
orang kaya cerdas,negative
rocky bicara kosong,positive
kalah argumen timbul sentimen,negative
rocky mantap skli,positive
rocky gerung sombong,negative
bagus jilat usak generasi muda,positive
ya ya bacot sejati tau orang tau tahu orang tahu ilmu sangkal tujuanya negatif lawan akan positif srigala bulu domba,negative
dukung emosional hii jijik,positive
tuju rocky gerung sindir ikan langsung aku,negative
cari narasumber intelektual rendah,negative
silfester rocky manado bakar langsung nyala buka redup,negative
silfester kasih panggung,positive
best bang rocky,positive
kalah debat emosi,negative
liat bang rocky gerung guna bangsa indonesia,positive
kenal silfester stalone laa sifester kasi kuliahin rocky gerung,positive
kalah kelas,negative
diskusi emosi,negative
kali cerdas pikir rocky gerung putar unggul debat tonton point wajar lawan debat marah kata bodoh rocky,negative
jilat ulung jilat putar balik fakta,negative
kali dukung rocky hasil provokasi,positive
pikir pikir debat doa orang emosi liat pikir,negative
wkwkwkwkw pancing dikit emosi,negative
silfester pukul rocky gerung sungguh nyata dungu silfester,positive
wkwkwkw malu,negative
gaya bicara silfester sgt rendah anggap orang rendah hati dengar,negative
sah sah usaha maka pesawat jet skelas pengisaha pisang broo pesawat gimana usaha material,negative
preman undang debat,negative
rocky bobot,positive
hebat indonesia aksi puja,positive
mantap bang roqy ajar jilat benar mantap bang roqy manfaat rakyat indonesia,positive
kasihan silfester telanjang kapasitas otak,negative
umur hidup pikir kritis aman tajam terima kasih rocky,positive
suruh bukti asas hukum kesel ngadepin omong nol bukti rocky gerung,negative
orang emosi hina kalimat rendah mnjudge orang bodoh dungu ya konsekuensi,negative
hahaha mantab rocky,positive
langsung bikin meme,negative
rocky emang mantab,positive
rocky guna,positive
suka rocky bikin bakar,positive
bukti manusia ajar henti ajar terima kasih rocky,positive
menang akal sehatt,positive
sempat rakyat konoha hukum bogem mentah gilir megambil nomor urut bikin melarat istri anak cucu sanak saudara melarat silah pulang nenek moyang negara komunis,negative
bukti rocky gerung terang tau gag parsimony pacta sunt servanda bukti cawe abuse power,negative
pusing pusing,negative
orang tekor emosi udah salah ngotot malu rocky,negative
silfester tolong baca komentar,negative
cundang,positive
rocky atas,positive
jilat butuh lidah ucap,negative
wahh kulit habis,negative
benear rocky tonton bodoh jas biru,negative
tau salah pintar,negative
lihat omong sifat tenang tau pikir muda pancing emosi ko langsung ngegas,negative
baca,negative
hidup rocky,positive
tuju silfester debat rocky gurung manfaat negri,positive
mental boss,negative
hahaha pancing,positive
faham,negative
beda orang sarjana sarjana,negative
rocky ku tepok ku ajak main,positive
kasihan silfester telur argument,negative
minggu silfester stalone aktor ilmu debat rocky gerung undang qodari aja,positive
ngoros,positive
tg salah panggung rocky orang bahaya belah bangsa agama ydk panggung biar padam bahaya orang,negative
silfelter mati bela jokowi guna rocky gerung jokowi cerdas bangsa cundang bangsa,negative
rocky malaikat dewa jooss,negative
preman dipake otot otak,negative
ikan ngamok,negative
rocky tukang kacau rakyat omong benar,negative
inews media massa cerdas hidup bangsa narsum isi silfester kasih panggung,negative
sebut nama ekor jilat tunjuk hebat rocky,positive
lihat grace natalie udah jabat kaesang naek jet pribadi hasil gratfikasi cuek,positive
mebuktikan bukti biar tonton nilai bukti kwwkwk,negative
mantaf rocky,positive
keras wajib darat orang bangsa orang atas orang,negative
kalah debat ngamookk wkwkwkk,negative
silfester buta huruf debat mas aiman tahu minim,positive
si pandang rocky belit belit tau rocky makan uang kuasa orang arogan bela penting orang jilat langsung percaya,negative
ciri ciri orang desak ya bego riil jilat,negative
tipe orang ngeselin rocky gerung,negative
silfester lawak hadeuhh malu rekam,negative
bangga rocky juuooss jiwa sehat suka nikmat orang iri sirik jooss tanda tanda jiwa sehatt waras,positive
lapar kayak,positive
rocky emang cerdas cendekiawan tiada lawan dukung rocky gerung ketua kpk rocky party,positive
malu gabung partai korupsi usak konstitusi,negative
rocky party gaes sehat,positive
ngebelain raja jawa segitunyaa yaa herann,positive
layan om rocky raja moelsamsul konoha dukung hulubalang picik dunga emosional oppottunis amplop bela konyol tnpa argumen bukti ilmiah mutu otot tebal jago maki sj takut unt sll bsama rkyat indonesia bela dinasti lurah bengis oligarki,positive
ngaku orang hukum dungu sil,negative
pancing rocky kena,negative
cerdas benar rocky lawan rocky emang poin nilai bicara,positive
hh emosi banget orang kasih kuliah rocky gerung ending marah caci maki orang mcm tampil publik sungguh malu mudah mudah contoh,negative
kuliah sks rocky gerung fh lantang lugas rocky party rakyat cerdas berkat rocky gerung,positive
tum kalah debat lucu,negative
orang hebat mulut tindak,negative
keren rocky lawan maju gerak mundur,negative
bodoh silfester nyala bang rocky,negative
rocky sengaja putar point point mancing ikan pancing emosi good job,positive
mantap rocky mancing dapet ikan,positive
struktur pikir kompleks best rocky gerung,positive
si rocky emang salah omong emang bener,negative
ngeri ya kasar silfester acara tonton orang,negative
manusia rendah orang rendah orang lucu silfester,negative
bahasanaya akademis ilmu,positive
fallacy cacat pikir serang pribadi rocky gerung,negative
rocky party salam akal sehat rocky gerung love kebon,positive
ih amit amit manudia rakyat naudzubillah kaya gitu undang keren rocky manudia ngimbangi ngamuk kaya coba,negative
rocky,positive
hahah kocak si jas biru,positive
silverter sembarang yokoh kagak tau,negative
hahahah rocky party,positive
silfester jebak pancing emosi,negative
langsung rusak rendah marwah lawyer ucap emosi lawyer ya nanya salam akal sehat warah rocky gerung lanjut,negative
rocky gerung lawan duuh malu nilai,negative
bikin orang emosi neng bangt tau,negative
mantap rocky gerung kasih ajar sks,positive
aiman emang senang lihat orang ribut,positive
bodoh,negative
maju rocky,positive
gembul bukti minim tahu si fakta rocky gerung dosen ui terima gaji bawa atlet juara panjat tebing olimpiade tiap acara tuju cerdas bangsa,positive
rocky sosok dosen killer sejati habis mahasiswa sok tau kelas untung sosok dosen killer atmosfer manusia kembang pikir tindak,negative
udah liat kualitas dukung mulyono sdm rendah nang yaa dikatain sdm rendah bukti pampang,positive
rocky gerung mbulat mbulet omong,negative
debat kuliah gratis salam akal sehat bang rocky,positive
orang kaya gin lulus kuliah,negative
mantap rocky gerung ikan ter pancing,positive
yee emosi,negative
dapat sdr rocky gerung tuhan yme talenta cerdas salah contoh beliau baca buku isi buku dihapal kuasi paham orang susah menang debat beliau masuk rocky gerung debat rendah lawan debat jalin harga hormat kes sombong orang rendah wajar emosi bela kecuali orang daya upaya terima kasih,negative
tengkar ilmu tikai pikir,negative
manusia cerdas kontrol emosi rocky gerung bikin orang debat dengan,negative
rocky gerung nyala abangkuuh,positive
rocky pancing ikan umpan hasil,positive
debat cawe jokowi debat buku bla bla putar gimana rocky abis jurus kah tgg bukti rocky ampe habis acara kgk liat anjir cmn sebutin filsuf prinsip doank wkkwk,negative
rocky gerung keren orang hukum kuliah rocky gerung stress tangkap ilmu rocky gerung,negative
suka rocky gerung beliau stiap debat santai emosi kalimat kalimat sngt ist best rocky,positive
tinggal nunggu jas biru ubah rompi orange,positive
gerung hindar,negative
mantaf dungu,positive
ciee jilat udah ngaku,negative
kantradiktifnya rocky gerung,positive
silfester stelon kososng isi otak,negative
rocky gerung beguna rocky gerung laut,positive
kasihan silfester mewek ngerti ngeyel keruan,negative
malu ya mlh ngotot,negative
acara gampang pancing gitu wkwkwkw,negative
sivester negeri rocky gerung ilmu mahasiswa manusia merguna negeri silfester,negative
lihat prabowo jabat rocky tetep kritis hilang hilang rocky partisan benci jokowi sejati akademisi jadi kedok,negative
wkk ikan bloso pancing,negative
acara bodoh banding hakim pintar kuliah rocky gerung,negative
silferster dungu rocky gerung,negative
rocky orang manado minahasa gertak gitu mundur dy covernya liat liat putih cakep suka diskusi ngobrol coba fisik orang abu abu,negative
kalah emang ilmu pki zaman,negative
lucu rocky si si debat ngeluarin orang baca,negative
umur rocky,positive
dengar rocky putar,negative
boikot aiman undang silfester cerdas bangsa pecah belah bangsa didik manggil narasumber kaya gin tolong bantu like comment biar baca produser,negative
ikan pancing rocky,negative
jelek,negative
jilat jilat kena pancing kena pancing,positive
debat mana ngmg fans narasumber rocky gerung putar terang skarang terang,negative
maju bang biar cundang iru rocky,positive
pakk pakk malu malu,negative
salam akal waras mantab rocky gerung,positive
jilat jadi otak pikir,negative
mantap bang rocky guna ilmu,positive
orang harap jadi tri ibul ngomong orang dungu pakek akal okol cari bukti bukti dedepan mata buanyak pura butamata hati,negative
suka motong motong,positive
penyepong jokowi,positive
gausah undang lawan argumentasi emosi,negative
emang anut kim susah omongin,negative
ah jilat rocky ngerti dukung rocky,positive
nyebut pas buku diem kocak kocak,negative
orang biasa nama nama kenal cari sensasi orang tenar rocky,negative
silvertoll,positive
juang jabat ya gtu,positive
lihat prabowo jabat rocky tetep kritis hilang hilang rocky partisan benci jokowi sejati,negative
acara parah akut,negative
ulang asa nonton lawak pragakan rawan,negative
pulang nang rmh si silfester,negative
rocky point,positive
kelas rocky maluu kwkw,positive
silfester malu,negative
lucu kali anj,positive
kena mental jebak,negative
manusia silper suka sih jalan lampu merah,positive
aku orang hukum intelektual kasar debat orang hukum murah tuh wkwkwkwkwk,negative
hadir rocky gerung sebab orang andal gelar mati kutu,negative
rocky show ilmu point dukung paham dalam ilmu filsafat bahasa filsafat retorika belit main sikis rusak negara pimpin kaya gin jabat dunia bangun system bahasa retorika action pepatah tonk kosong nyaring bunyi kuasa materi praktek,positive
la bilang bujang lapuk,negative
debat nyerang pribadi skak marah rocky gerung akal lebih akal bicara rocky gerung udah menganalisa mna tuju maknya suka mancing lawan bicara biar jebak,negative
ikan terpancingg,negative
strikee bang rockyy,negative
ahli hukum tau bodok sejarah hukum rokiy lawan,negative
rocky gerung manfaat lahyau beliau cerdas,positive
sdm rendah sungguh,negative
inget guys ilmu filosofi dripda ilmu hukum,positive
moga silfester anak anak mampir komentar nilai komentar masyarakat,positive
takut mngaku salah mnutup pintu ilmu mgkn kbenaran mnganulir kbenaran sblumny karna kurangny ilmu coba buka pintu biar ilmu masuk dlu skirany dsruh kluar pintu stidakny biar ilmu masuk dlu sudut pandang yakin skarang harusny mutlak dsruh blajar smoga bodoh karna habib ja far orang bodoh ngrepoti smoga nkri slalu dlam lindung,negative
kasih mati bela orang jilat nama,negative
kesini gara viral ikan pancing,negative
si rocky gerung hya bawa orang pikir hebat pdhal tong kosong,negative
ijasah,positive
representasi orang banyak mulut mata manusia pikir luas laut beda dapat susah terima salah berani jamin benar salah lulus smk sayang debat pikir balut konfrontasi aiman sadar serang pribadi kalang rendah rocky hina sosok jokowinya duduk jabat turut tanggap rocky menyingung jilat bukti pikir orang reaktif lihat megatrush muncul paling kalang kabut diwanti wanti undang undang reaktif jam putus mk dpr rumus undang undang kesah undang undang mk langgar kode etik diam nkri harga mati buang sabang merauke bagi tetep saudara nkri demokrasi hasil tingkat sesuai masyarakat nilai demokrasi ayom rakyat ujung barat timur utara selat ganti ganti relevan ganti raja ya kocak model kerja salah model sesuai pas urus pikir pikir peduli bangsa lulus smk bilang model ya kelas filsafat hasil dengar orang terang baca sumber langsung moga orang orang luas reaktif wakil wakil pilih silah jalan wakil rakyat wakil penting rakyat debat adu pikir diskusi debat adu otot ring pikir isi otot undang kesini man aiman aiman,negative
cundang rocky rhenald kasali bilang rocky baca sumber murka si rocky trik pancing emosi orang rendah bangga silfester rendah bangga orang hukum murka hehehe,negative
girang tetep aiman,positive
orang emosi adlh orang bodoh menggontrol ego,negative
silfester rusak panggung indah mohon undang,negative
bilang bukti buta,negative
jas biru gelap banget udah,negative
silfester tumbal proyek ikn wkwwk,negative
baju putih tolong tingkat intelek mohon undang nara sumber donk tokoh intelek rocky gerung ajar ui beliau guna bangsa banding tau si baju putih cawe cawe jokowi prabowo berkat bantu jokowi maaf keliru mesti tau meni bagus cerai,negative
yess si rocky cundang,negative
silfester mending kang ojek,negative
congrat rocky hasil mmbuat orang emosi,negative
silfester stalon rambo emosi die,negative
banget rocky tonton bodoh silverter stallon,negative
untuk rakyat suara la narasumber tara ilmu tahu wawas,negative
glagat pemikiriran teori ilnu hakim salah tipis bedaya kayak nyata mgak hakim tuduh olok haus asa bukti kongkrit rocky orang rancang pikiranya jelek orang orang ngak bersih sifat buruk keburu atatau baik,negative
rocky versus rambo,positive
rocky gerung filsuf cerdas ngomongnya teori mampu rangkai mnjadi kalimat hipnotis lawan bicara pandai mngalihkan substansi desak orang mcam rocky gerung dsuruh memoaktekkan teori lapang blum,negative
bilang kasar nyesel,negative
silfester ngerti malu debat rocky kelas beda,negative
nama bp lucifer ya debat bicara kotor tekan pakai jurus jajah,negative
putar putar biar orang erti,negative
terima kasih rocky,positive
sekali jilat yaa jilat kecuali sadar,negative
rocky rocky oraang gila suruh putar teori,negative
rocky gerung masak,positive
si rigen liat emosi gigit bibir mrepet ngancam,negative
aiman semenjak masuk parpol perindo presenter,positive
silfester kena mental,negative
salah lawan bro,negative
gen suka,positive
antem dideketin tiru ya dek panggung nonton jalan ya dek,negative
orang hukum tau dasar hukum kocak plawak,negative
mending ngulang sekolah faud,negative
rocky gerung baxk dukung,positive
ajar dungu hinggap partai menang,positive
sesal bawa,negative
kelihata kelas silfester menang debat tugas bersih sampah,negative
jilatt teruss telapak kaki,negative
ken nang lihat om rocky gituin orang jujur cerdas musuhin cuman nunduk sadar emosi,negative
malu ya ngeliat orang notabennya pintar ahh,negative
jebak batman rocky mantapp jilat jilat,positive
keren reaksi rocky gerung vidio ttp tenang santai ttp jalan maju lawan udah lost control,negative
bujang lapukk hh tampar mulut suka adu domba,positive
seru lapor terhubur,negative
terima kasih kpd rocky cerdas rakyat indonesia tiru silfester kerja balik fakta,positive
tuh ngerti akademik sekolah langsung ambil ijazah sengaja pancing paham ngerti tau nggk rocky rocky nusuk salah pikir nolak asumsi tuh ngerti,negative
yes salam akal sehat gagal pikir akibat terima benar akal sehat sebab tidak sadar,negative
rocky gerung rb kali guna silfester negara,negative
tum solidaritas merah putih sperti preman gadungan silfester bukti didik ijazah title formalitas attitude nothing kosong,negative
beliau manusia cundang rugi bangsa bohong bohong laku saran nih saran nih sukur sukur denger engga gapapa mending mandi andukan ngaca,negative
silfester kelas kacang debat rocky level anak sd debat prof,positive
bagus gabus iwak tel keluarga jongos jilat,positive
silfester debat rocky ya level silfester lawan debat kaesang gibran level rocky kren,negative
kocek rocky biar rakyat pikir jilat beril togog,negative
skip biar orang tua ketua,negative
level dukung mulyono aku orang hukum rocky gerung,positive
nikmat dungu silfester emosi bodoh,positive
heran rocky gerung tenang gitu,negative
acara takut rocky terang biar rocky selesai,positive
tonton anak bangsa tonton debat hukum tau konsep hukum gmna coba konsep tolong jokowi ngasih bicara kualitas,negative
kocak bet jas biru,negative
ahli duga bukti,positive
googling pacta sunt servanda langsung nambah cerdas ku kerja jual bakso,positive
mao maen fisik duel naek gunung meru pegang rocky hahah,negative
lupa kalimat dengar kalimat benar temu reaksi beda orang cerdas renung orang bodoh singgung ya bukti ya mas silfester,negative
moment mana silfester tau dungu tutup mulai ngamuk bawa nama bapak bi,negative
acara jokowi pro jokowi ken lihat doank,positive
manusia sampaah rocky gerung,negative
adu argumen rocky adu tinggal pilih tanggal bion combat,positive
beda level tingkat tahu ukur style substansi jelasin dasar paham nyampe astghfirullah,positive
debat atas lawan debat rocky gerung orang hukum erti hukum,negative
mantap prof rocky verbal attack prof rocky dekat wajah harap biar laku fisik si silfester biar dit hukum maen fisik good job prof rocky mundur nyali mantap prof,positive
masyarakat pandai nilai pinter juang bodoh jilat,negative
orang cerdas dukung rocky gerung,positive
hahaha benar rintang cara lihat jokowi berani lawan rocky rocky santai rocky gerung juta mahasiswa binasa orang salah pikir cara sok jago sikit sakit rocky gerung mahasiswa meng hangguskan hidup rocky buat baik bangsa slm ketua bem unru riau,negative
bangga rocky gerung,positive
waduhh silves contoh debat,negative
cari duwitnya caci maki orang moga gelandang,negative
rocky gerung cerdas,positive
beber guna rocky gerung indonesia mengiha orang bilang keren paham bicara rocky gerung,negative
cundang ya nama,positive
serasa silfester stallone nie orang guna rocky ente hidup rocky gerung,negative
rocky guna lho guna,positive
kalah ngomong nyerang ngebahas personal,negative
mahasiswa ruwet pikir,negative
negeri konoha kuliah dar ambil ijazah ilmu kosong,positive
silfester pecundag bela salah demo masyarakat,negative
silfester bilang rocky guna anda alm gus dur hidup cerita peran rocky susun teks teks,positive
lambang logo brand dungu sejati kontrol emosi,negative
level master filsafat debat preman pasar lupa mana otak simpen,negative
musuh rocky,negative
rocky gerung masak gosong gaada sisa,positive
rockyy buu aanngg,positive
terang terang gaya rocky mikir iya kocak rocky,positive
rocky gerung terima kasih wakil rakyat,positive
labil,positive
repot jelasin bukti lha ngaku gitu,negative
cape deh,negative
sadar jilat sejati,positive
sebegituny si ahli hukum mpe pancing,negative
rocky cari duit dungu dungu,negative
noel silfester jilat sejati,positive
rockyy buu aangg,positive
si tua kalah debat maki orang indonesia dunia gamblang level tingkat,negative
cokelat silverqueen leleh,positive
ngaku orang hukum lol,negative
ikan pancing tarik darat makan engap,negative
mantap rocky gerung kasih kendor gas pokok,positive
silfester lucu kuat lawan rocky gerung main fisik cengeng mending rumah om sifester nyembah sri paduka,negative
matutina keliyatan bener jilat mulyono,positive
rocky hati bersih,positive
mampus telanjang rocky keren cadass,positive
ngerti ngejawab bukti maki doang,negative
rocky gerung guna dy urus panjat tebing indonesia paris kali medali emas speed wall climbing kategori pria negara indonesia,positive
serius ya ngulangin video kali ken lanjut part nih seruu,negative
astaga kasihan si silfester kadang malas lihat tingkah rocky gerung tingkah kocak awl udah bilang ikan pancing eh ladenin sih bilang bodoh,negative
orang hukum sin bang rocky udah jelasin emosi orang didik kayak gtu debat sabar kyak anak sd hh,negative
edukasi dunia didik terima kasih rocky rocky party,positive
kualitas diskusi pikir rendah rocky rendah lawan bicara tunjuk dungu rendah otak rocky layak bogem mentah lawan biacaranya rendah rocky mantap rocky,positive
dungu hakiki mantap rocky,positive
rocky kembali nyata sesuai prinsip ilmu tahu pimpin jalan prinsip ilmu tahu negara amburadul pimpin orang ilmu,positive
dukung rocky gerung kali orang bodok turun kualitas kritikus rocky gerung terang berat aapapun subjek dibicarasan lompat kesan lompat kemari karna tonton paham orang manusia milik kapasitas pikir batas hadir bicara bahasa palng suka kerumit skip biacara bahas rocky gerung forum kelas ajar mngkin diskusi batas,negative
emas olimpiade rocky gerung lha negara,positive
berlian rocky gerung,positive
rocky party well done rocky gerung libas dukung kedzoliman,positive
aiman istirahat,positive
success rocky gerung pancing,positive
basis otak rocky filsafat omong putar kepala buntut jomblo wajar pusing pasang,negative
suka hadir rocky gerung bikin gaduh bosan lihat,positive
si biru pancing rocky gerung maen rocky gerung maennya mbulet si rocky gerung gara jelasin potong tunggu sibiru emosi rocky gerung sengaja putar motif si biru mental lemah gin mending debat,negative
fullnya dimna kog youtube takedown,negative
ngakak njir langsung kena ulti,negative
gerung putar,negative
harghh silfester,positive
kasta tinggi bodoh,negative
panas lihat gaya si rocky,negative
bilang cundang method ajah angerti parah,negative
awokwok mudah pancing ya pasu mulyono,positive
cerdas rocky,positive
silverster saudara pitra razman,positive
bress,positive
kalah depat naek darah wkwkkwkwkw,negative
bodohin nonton bodoh rocky gerung,negative
rocky gerung nama tele,negative
cuman ricky gerung bearani kritik atas berani,negative
silfer aneh omong leo tolstoy malu bodoh,negative
hahahahhaa lucu badut,negative
joko widodo masterclass,positive
rocky menyalaa liverpool,positive
istilah kontraktor dasar bangun gedung pegang saham tau cumak kasi duit trima bersih,negative
rocky gerung nnt dapet jabat angkat prabowo angkat mega,negative
silfester iq jongkok kasih panggung,positive
ajar baek ngubah anggep tonton hibur belaka dualitas bener salah baik orang bijaksana puyeng ngeliat video,positive
salut rocky tidk trpncing serang personal smpe kasar onoh lapor buat tidk myenangkan tum skrng sluruh indonesia tau sifat asli,positive
kalah debat ilmu emosi jalan,negative
hidup rocky sekakmat silfester menang gede badan otak dimuatin emosi,negative
mental aman kawan hukum madih ahklak hukum benar akhlak bijak sungguh bobrok,negative
pancing kocak,negative
pusiing,positive
silfester jilat,positive
makan umpan rocky nama ikan ikan,positive
rocky pancing strike wkwkwkkw,negative
mental rocky kuat banget,negative
bohong rakyat tindak nafsu,negative
hahahhaha ketua solidaritas kah preman pasar intelektual hukum,positive
